sku,spu,name,category,color,size,price
SKU73140,SPU097,卫衣秋冬款,鞋靴,米色,XS,197.36
SKU13685,SPU097,卫衣秋冬款,女装,白色,M,188.94
SKU17200,SPU097,卫衣秋冬款,配饰,黑色,M,195.64
SKU49924,SPU097,卫衣秋冬款,鞋靴,红色,L,196.38
SKU82521,SPU098,运动鞋秋冬款,配饰,粉色,M,333.17
SKU18642,SPU098,运动鞋秋冬款,鞋靴,灰色,XL,318.71
SKU12229,SPU098,运动鞋秋冬款,鞋靴,灰色,XS,332.71
SKU54859,SPU099,牛仔裤夏季款,鞋靴,白色,S,370.54
SKU87930,SPU099,牛仔裤夏季款,男装,红色,S,353.8
SKU65963,SPU099,牛仔裤夏季款,鞋靴,蓝色,M,365.6
SKU81173,SPU099,牛仔裤夏季款,男装,白色,XL,367.17
SKU35800,SPU100,羽绒服经典款,配饰,黑色,XS,645.35
SKU78055,SPU100,羽绒服经典款,配饰,红色,M,640.73
SKU37117,SPU100,羽绒服经典款,男装,红色,L,621.7
SKU79519,SPU100,羽绒服经典款,男装,白色,XL,642.0
SKU78289,SPU100,羽绒服经典款,男装,红色,XS,628.69
SKU43289,SPU101,针织连衣裙经典款,配饰,灰色,L,221.12
SKU61140,SPU101,针织连衣裙经典款,鞋靴,黑色,XL,231.5
SKU70183,SPU101,针织连衣裙经典款,鞋靴,黑色,XL,227.49
SKU49723,SPU101,针织连衣裙经典款,配饰,白色,XL,219.36
SKU26521,SPU101,针织连衣裙经典款,女装,粉色,S,230.05
SKU21618,SPU102,羽绒服夏季款,男装,白色,L,325.89
SKU28060,SPU102,羽绒服夏季款,配饰,灰色,M,337.09
SKU14563,SPU102,羽绒服夏季款,鞋靴,粉色,L,337.58
SKU38565,SPU102,羽绒服夏季款,鞋靴,黑色,L,339.47
SKU14625,SPU102,羽绒服夏季款,配饰,红色,XL,333.5
SKU49830,SPU103,运动鞋经典款,女装,米色,L,236.25
SKU71431,SPU103,运动鞋经典款,鞋靴,灰色,XS,233.51
SKU52437,SPU103,运动鞋经典款,女装,蓝色,L,224.68
SKU97843,SPU103,运动鞋经典款,配饰,粉色,XS,223.93
SKU31649,SPU104,运动鞋经典款,鞋靴,白色,M,494.23
SKU59137,SPU104,运动鞋经典款,配饰,白色,M,492.49
SKU91297,SPU104,运动鞋经典款,鞋靴,灰色,S,484.89
SKU62108,SPU104,运动鞋经典款,配饰,红色,XL,465.78
SKU40262,SPU104,运动鞋经典款,鞋靴,黑色,XL,487.73
SKU41222,SPU105,半身裙夏季款,男装,黑色,M,272.41
SKU38895,SPU105,半身裙夏季款,女装,蓝色,L,285.99
SKU25410,SPU105,半身裙夏季款,女装,蓝色,XS,276.96
SKU23805,SPU105,半身裙夏季款,配饰,灰色,S,277.83
SKU27927,SPU105,半身裙夏季款,配饰,米色,M,273.83
SKU39570,SPU106,运动鞋夏季款,配饰,蓝色,L,293.24
SKU31489,SPU106,运动鞋夏季款,女装,红色,L,295.89
SKU38116,SPU106,运动鞋夏季款,鞋靴,红色,XS,296.83
SKU86546,SPU106,运动鞋夏季款,鞋靴,蓝色,XL,291.31
SKU23878,SPU107,T恤秋冬款,鞋靴,米色,S,347.63
SKU82771,SPU107,T恤秋冬款,女装,红色,M,351.53
SKU35323,SPU107,T恤秋冬款,女装,红色,XL,344.66
SKU99719,SPU108,牛仔裤夏季款,鞋靴,灰色,L,161.37
SKU40968,SPU108,牛仔裤夏季款,女装,米色,L,157.2
SKU29586,SPU108,牛仔裤夏季款,鞋靴,黑色,XS,154.02
SKU51566,SPU109,卫衣经典款,女装,灰色,XS,405.83
SKU79308,SPU109,卫衣经典款,配饰,米色,S,389.21
SKU40002,SPU109,卫衣经典款,男装,灰色,S,389.51
SKU21260,SPU109,卫衣经典款,男装,红色,L,404.33
SKU76223,SPU109,卫衣经典款,配饰,米色,S,401.42
SKU87193,SPU110,半身裙经典款,男装,白色,XS,290.31
SKU56465,SPU110,半身裙经典款,鞋靴,米色,S,299.81
SKU14748,SPU110,半身裙经典款,男装,灰色,S,291.21
SKU84616,SPU110,半身裙经典款,女装,黑色,L,301.93
SKU50223,SPU111,高跟鞋秋冬款,配饰,粉色,XL,118.99
SKU57777,SPU111,高跟鞋秋冬款,男装,粉色,S,121.07
SKU11396,SPU111,高跟鞋秋冬款,男装,米色,XS,121.26
SKU91484,SPU112,针织连衣裙秋冬款,女装,米色,L,329.83
SKU26660,SPU112,针织连衣裙秋冬款,鞋靴,米色,M,325.84
SKU35733,SPU112,针织连衣裙秋冬款,配饰,灰色,XS,331.57
SKU57917,SPU112,针织连衣裙秋冬款,配饰,灰色,XS,336.86
SKU74867,SPU113,半身裙春季款,男装,黑色,XS,433.44
SKU60023,SPU113,半身裙春季款,配饰,粉色,XL,421.02
SKU97509,SPU113,半身裙春季款,女装,粉色,L,414.66
SKU11236,SPU114,针织连衣裙春季款,鞋靴,米色,XS,270.31
SKU15060,SPU114,针织连衣裙春季款,女装,黑色,XS,266.58
SKU23366,SPU114,针织连衣裙春季款,男装,蓝色,L,259.39
SKU91083,SPU115,T恤春季款,女装,黑色,XS,434.26
SKU69559,SPU115,T恤春季款,鞋靴,灰色,M,441.55
SKU12134,SPU115,T恤春季款,女装,粉色,S,449.15
SKU90241,SPU115,T恤春季款,男装,米色,XS,440.84
SKU36249,SPU115,T恤春季款,男装,黑色,S,440.94
SKU72508,SPU116,针织连衣裙经典款,女装,黑色,S,436.53
SKU66500,SPU116,针织连衣裙经典款,鞋靴,黑色,XS,434.0
SKU52923,SPU116,针织连衣裙经典款,男装,红色,M,448.73
SKU79099,SPU117,运动鞋春季款,配饰,黑色,XS,325.84
SKU69474,SPU117,运动鞋春季款,鞋靴,黑色,XS,324.9
SKU33096,SPU117,运动鞋春季款,配饰,黑色,XS,323.41
SKU45133,SPU118,针织连衣裙春季款,配饰,红色,S,601.19
SKU47811,SPU118,针织连衣裙春季款,女装,灰色,M,603.76
SKU86542,SPU118,针织连衣裙春季款,配饰,蓝色,M,592.74
SKU31569,SPU119,羽绒服春季款,男装,米色,XS,533.06
SKU96719,SPU119,羽绒服春季款,男装,红色,L,519.51
SKU76203,SPU119,羽绒服春季款,鞋靴,蓝色,XS,525.91
SKU83644,SPU119,羽绒服春季款,女装,米色,XS,516.24
SKU29370,SPU119,羽绒服春季款,女装,粉色,XL,543.5
SKU93581,SPU120,T恤春季款,鞋靴,粉色,XL,374.21
SKU23574,SPU120,T恤春季款,男装,粉色,XS,387.13
SKU68919,SPU120,T恤春季款,配饰,白色,M,379.61
SKU85187,SPU120,T恤春季款,鞋靴,白色,S,381.34
SKU31197,SPU120,T恤春季款,女装,红色,XS,390.24
SKU74722,SPU121,卫衣经典款,女装,米色,L,514.45
SKU96111,SPU121,卫衣经典款,女装,粉色,XS,504.2
SKU18793,SPU121,卫衣经典款,男装,白色,XL,512.13
SKU94523,SPU121,卫衣经典款,鞋靴,粉色,XL,510.76
SKU51034,SPU122,西装外套秋冬款,鞋靴,米色,XS,270.68
SKU33429,SPU122,西装外套秋冬款,鞋靴,灰色,XS,256.29
SKU59242,SPU122,西装外套秋冬款,女装,蓝色,M,257.99
SKU82006,SPU122,西装外套秋冬款,配饰,米色,XS,267.47
SKU19470,SPU122,西装外套秋冬款,男装,红色,XL,266.71
SKU18221,SPU123,T恤秋冬款,配饰,米色,M,383.41
SKU90707,SPU123,T恤秋冬款,鞋靴,粉色,S,376.66
SKU27261,SPU123,T恤秋冬款,鞋靴,粉色,XS,383.61
SKU58323,SPU123,T恤秋冬款,男装,黑色,M,380.09
SKU68991,SPU123,T恤秋冬款,鞋靴,粉色,XS,370.34
SKU19151,SPU124,羽绒服夏季款,配饰,米色,M,177.52
SKU12125,SPU124,羽绒服夏季款,男装,米色,S,175.65
SKU72420,SPU124,羽绒服夏季款,男装,红色,S,180.24
SKU71234,SPU124,羽绒服夏季款,女装,灰色,L,174.12
SKU13334,SPU124,羽绒服夏季款,女装,白色,XS,175.94
SKU71570,SPU125,休闲衬衫秋冬款,配饰,白色,S,129.72
SKU40463,SPU125,休闲衬衫秋冬款,女装,红色,M,131.65
SKU71220,SPU125,休闲衬衫秋冬款,女装,米色,XS,129.35
SKU97295,SPU126,牛仔裤经典款,配饰,红色,L,179.54
SKU37199,SPU126,牛仔裤经典款,男装,粉色,L,183.84
SKU71714,SPU126,牛仔裤经典款,男装,红色,XL,187.78
SKU14925,SPU126,牛仔裤经典款,鞋靴,白色,M,181.76
SKU55339,SPU126,牛仔裤经典款,配饰,粉色,XS,179.91
SKU83234,SPU127,休闲衬衫经典款,鞋靴,粉色,XS,466.63
SKU57438,SPU127,休闲衬衫经典款,女装,蓝色,XS,471.56
SKU24643,SPU127,休闲衬衫经典款,男装,蓝色,XS,488.01
SKU91515,SPU127,休闲衬衫经典款,鞋靴,粉色,XL,486.66
SKU34721,SPU127,休闲衬衫经典款,鞋靴,蓝色,S,472.89
SKU72419,SPU128,卫衣夏季款,女装,米色,S,400.91
SKU44937,SPU128,卫衣夏季款,男装,白色,XL,408.32
SKU80653,SPU128,卫衣夏季款,鞋靴,灰色,S,407.3
SKU72883,SPU128,卫衣夏季款,女装,白色,XS,398.31
SKU45392,SPU128,卫衣夏季款,男装,蓝色,XL,405.98
SKU94096,SPU129,休闲衬衫秋冬款,女装,红色,M,500.93
SKU36872,SPU129,休闲衬衫秋冬款,配饰,红色,M,507.62
SKU38901,SPU129,休闲衬衫秋冬款,配饰,白色,XS,489.87
SKU27419,SPU130,针织连衣裙春季款,鞋靴,灰色,XL,233.25
SKU48707,SPU130,针织连衣裙春季款,男装,灰色,L,225.14
SKU22504,SPU130,针织连衣裙春季款,配饰,蓝色,S,238.5
SKU15606,SPU130,针织连衣裙春季款,女装,灰色,XS,229.41
SKU84204,SPU130,针织连衣裙春季款,男装,米色,M,234.07
SKU13621,SPU131,T恤秋冬款,男装,黑色,XS,475.44
SKU63493,SPU131,T恤秋冬款,男装,蓝色,XL,466.53
SKU83426,SPU131,T恤秋冬款,男装,白色,L,454.22
SKU90528,SPU131,T恤秋冬款,男装,白色,XS,462.45
SKU55180,SPU131,T恤秋冬款,男装,白色,XS,470.24
SKU31449,SPU132,牛仔裤秋冬款,配饰,灰色,M,498.55
SKU23094,SPU132,牛仔裤秋冬款,女装,米色,M,487.62
SKU67325,SPU132,牛仔裤秋冬款,男装,黑色,XS,493.73
SKU79534,SPU132,牛仔裤秋冬款,配饰,米色,M,481.66
SKU96554,SPU132,牛仔裤秋冬款,女装,灰色,M,481.6
SKU76717,SPU133,卫衣夏季款,男装,蓝色,XL,612.74
SKU24722,SPU133,卫衣夏季款,男装,蓝色,L,607.4
SKU56241,SPU133,卫衣夏季款,女装,蓝色,XL,590.98
SKU86879,SPU133,卫衣夏季款,鞋靴,米色,M,589.09
SKU11904,SPU134,针织连衣裙夏季款,男装,白色,S,199.99
SKU15948,SPU134,针织连衣裙夏季款,鞋靴,米色,M,198.89
SKU60216,SPU134,针织连衣裙夏季款,男装,米色,L,203.02
SKU34700,SPU134,针织连衣裙夏季款,男装,灰色,XS,205.24
SKU33018,SPU134,针织连衣裙夏季款,鞋靴,黑色,S,202.81
SKU72216,SPU135,针织连衣裙秋冬款,男装,米色,XL,366.74
SKU76713,SPU135,针织连衣裙秋冬款,鞋靴,白色,S,354.66
SKU14999,SPU135,针织连衣裙秋冬款,女装,粉色,L,353.11
SKU33330,SPU136,西装外套夏季款,女装,红色,L,231.39
SKU25057,SPU136,西装外套夏季款,配饰,黑色,XS,223.6
SKU43138,SPU136,西装外套夏季款,鞋靴,米色,XS,226.96
SKU18850,SPU137,西装外套经典款,女装,白色,L,557.8
SKU29727,SPU137,西装外套经典款,配饰,红色,XL,558.75
SKU82754,SPU137,西装外套经典款,配饰,红色,XL,548.83
SKU81975,SPU138,运动鞋经典款,男装,灰色,XL,162.81
SKU62136,SPU138,运动鞋经典款,女装,黑色,XL,166.91
SKU10116,SPU138,运动鞋经典款,女装,白色,XS,173.9
SKU32149,SPU139,运动鞋夏季款,男装,米色,L,473.28
SKU61008,SPU139,运动鞋夏季款,男装,黑色,M,460.64
SKU41338,SPU139,运动鞋夏季款,女装,红色,M,486.07
SKU40385,SPU140,T恤经典款,男装,红色,M,574.08
SKU18829,SPU140,T恤经典款,男装,红色,XL,591.85
SKU87913,SPU140,T恤经典款,鞋靴,粉色,M,592.15
SKU82787,SPU140,T恤经典款,男装,白色,S,587.24
SKU24641,SPU140,T恤经典款,男装,红色,L,564.12
SKU65181,SPU141,羽绒服秋冬款,男装,粉色,M,495.0
SKU63323,SPU141,羽绒服秋冬款,女装,米色,L,514.62
SKU19834,SPU141,羽绒服秋冬款,男装,红色,M,496.61
SKU50550,SPU141,羽绒服秋冬款,鞋靴,蓝色,L,504.06
SKU12768,SPU141,羽绒服秋冬款,配饰,红色,XL,493.95
SKU22882,SPU142,半身裙秋冬款,男装,灰色,XL,320.35
SKU68361,SPU142,半身裙秋冬款,配饰,蓝色,XL,304.98
SKU99562,SPU142,半身裙秋冬款,鞋靴,米色,XL,305.74
SKU35659,SPU142,半身裙秋冬款,男装,米色,XL,302.95
SKU32580,SPU142,半身裙秋冬款,女装,蓝色,S,318.98
SKU18690,SPU143,运动鞋夏季款,女装,黑色,M,521.35
SKU25978,SPU143,运动鞋夏季款,配饰,米色,XS,510.3
SKU61995,SPU143,运动鞋夏季款,女装,红色,L,509.47
SKU34020,SPU144,卫衣秋冬款,男装,白色,XL,442.27
SKU34849,SPU144,卫衣秋冬款,鞋靴,蓝色,S,442.28
SKU78990,SPU144,卫衣秋冬款,鞋靴,黑色,M,429.13
SKU54958,SPU144,卫衣秋冬款,鞋靴,粉色,L,451.04
SKU10113,SPU144,卫衣秋冬款,男装,灰色,M,425.62
SKU50260,SPU145,半身裙春季款,配饰,黑色,XS,84.22
SKU42106,SPU145,半身裙春季款,配饰,灰色,XL,87.46
SKU41711,SPU145,半身裙春季款,男装,粉色,XL,83.81
SKU55387,SPU146,高跟鞋秋冬款,配饰,粉色,XS,488.49
SKU90484,SPU146,高跟鞋秋冬款,配饰,红色,S,499.0
SKU50867,SPU146,高跟鞋秋冬款,配饰,米色,XL,512.11
SKU90005,SPU146,高跟鞋秋冬款,鞋靴,粉色,XS,486.78
SKU95585,SPU147,羽绒服秋冬款,鞋靴,黑色,L,533.98
SKU27878,SPU147,羽绒服秋冬款,鞋靴,黑色,L,531.79
SKU72193,SPU147,羽绒服秋冬款,鞋靴,黑色,M,537.13
SKU53478,SPU147,羽绒服秋冬款,男装,米色,XL,531.89
SKU55293,SPU148,羽绒服秋冬款,配饰,米色,L,612.7
SKU50248,SPU148,羽绒服秋冬款,男装,米色,M,604.2
SKU42937,SPU148,羽绒服秋冬款,鞋靴,粉色,XS,614.11
SKU25447,SPU149,西装外套夏季款,女装,灰色,L,191.44
SKU95400,SPU149,西装外套夏季款,鞋靴,黑色,M,184.14
SKU92038,SPU149,西装外套夏季款,配饰,白色,XS,184.37
SKU39024,SPU149,西装外套夏季款,配饰,粉色,L,181.85
SKU45790,SPU150,卫衣经典款,配饰,白色,M,400.32
SKU27247,SPU150,卫衣经典款,女装,黑色,XS,410.58
SKU67908,SPU150,卫衣经典款,男装,白色,L,407.29
SKU19749,SPU150,卫衣经典款,男装,白色,XS,403.97
SKU83276,SPU150,卫衣经典款,配饰,红色,S,387.78
SKU45890,SPU151,西装外套经典款,男装,灰色,XS,598.53
SKU34405,SPU151,西装外套经典款,配饰,米色,XS,586.73
SKU51833,SPU151,西装外套经典款,配饰,米色,XS,577.72
SKU62206,SPU152,西装外套夏季款,配饰,白色,S,434.86
SKU66501,SPU152,西装外套夏季款,女装,灰色,M,453.64
SKU47224,SPU152,西装外套夏季款,鞋靴,米色,L,452.07
SKU75320,SPU153,运动鞋夏季款,男装,蓝色,XS,493.29
SKU14281,SPU153,运动鞋夏季款,女装,黑色,L,506.66
SKU30961,SPU153,运动鞋夏季款,女装,红色,M,490.76
SKU66059,SPU154,高跟鞋秋冬款,鞋靴,红色,L,307.81
SKU17304,SPU154,高跟鞋秋冬款,配饰,蓝色,S,314.49
SKU96777,SPU154,高跟鞋秋冬款,男装,灰色,S,313.47
SKU48203,SPU155,运动鞋春季款,女装,白色,XS,247.98
SKU87081,SPU155,运动鞋春季款,男装,黑色,XS,247.59
SKU71998,SPU155,运动鞋春季款,女装,白色,L,243.69
SKU35215,SPU155,运动鞋春季款,男装,米色,XS,245.66
SKU86484,SPU155,运动鞋春季款,鞋靴,白色,S,248.5
SKU15951,SPU156,高跟鞋经典款,女装,黑色,XL,533.8
SKU75843,SPU156,高跟鞋经典款,男装,灰色,XS,513.1
SKU86379,SPU156,高跟鞋经典款,鞋靴,粉色,XL,530.12
SKU32142,SPU156,高跟鞋经典款,配饰,黑色,XS,510.23
SKU93004,SPU156,高跟鞋经典款,配饰,米色,XS,523.43
SKU57805,SPU157,半身裙经典款,配饰,黑色,XS,470.41
SKU30427,SPU157,半身裙经典款,鞋靴,灰色,M,493.02
SKU11555,SPU157,半身裙经典款,鞋靴,白色,XS,497.4
SKU15785,SPU157,半身裙经典款,女装,白色,M,486.76
SKU69587,SPU157,半身裙经典款,女装,米色,M,479.72
SKU72482,SPU158,休闲衬衫夏季款,配饰,白色,S,496.41
SKU72482,SPU158,休闲衬衫夏季款,男装,白色,XL,479.5
SKU34024,SPU158,休闲衬衫夏季款,女装,米色,XL,467.9
SKU94359,SPU158,休闲衬衫夏季款,女装,粉色,L,467.08
SKU33144,SPU158,休闲衬衫夏季款,男装,粉色,XS,478.45
SKU12342,SPU159,T恤经典款,女装,粉色,XS,549.54
SKU20905,SPU159,T恤经典款,配饰,米色,M,548.36
SKU77226,SPU159,T恤经典款,鞋靴,白色,L,557.09
SKU46366,SPU159,T恤经典款,男装,红色,M,565.65
SKU98291,SPU160,卫衣春季款,配饰,白色,XS,368.41
SKU56764,SPU160,卫衣春季款,女装,蓝色,XS,373.93
SKU81499,SPU160,卫衣春季款,配饰,黑色,XS,361.13
SKU91202,SPU160,卫衣春季款,配饰,粉色,S,361.01
SKU40016,SPU161,半身裙秋冬款,配饰,灰色,XS,214.04
SKU80662,SPU161,半身裙秋冬款,配饰,白色,M,211.81
SKU47298,SPU161,半身裙秋冬款,配饰,粉色,XL,218.79
SKU62613,SPU161,半身裙秋冬款,女装,灰色,XL,210.3
SKU83389,SPU162,牛仔裤夏季款,配饰,灰色,M,98.62
SKU78083,SPU162,牛仔裤夏季款,女装,米色,M,96.91
SKU75426,SPU162,牛仔裤夏季款,配饰,黑色,XL,96.25
SKU82312,SPU163,高跟鞋春季款,鞋靴,白色,S,221.74
SKU99880,SPU163,高跟鞋春季款,男装,红色,M,224.82
SKU47805,SPU163,高跟鞋春季款,女装,蓝色,XS,214.74
SKU74368,SPU163,高跟鞋春季款,配饰,米色,S,215.07
SKU92141,SPU164,针织连衣裙经典款,鞋靴,米色,L,164.73
SKU74542,SPU164,针织连衣裙经典款,配饰,红色,L,156.64
SKU29346,SPU164,针织连衣裙经典款,男装,红色,L,158.65
SKU56368,SPU164,针织连衣裙经典款,女装,粉色,XS,161.99
SKU84722,SPU165,半身裙秋冬款,男装,白色,S,188.31
SKU30527,SPU165,半身裙秋冬款,鞋靴,红色,S,194.88
SKU66184,SPU165,半身裙秋冬款,女装,蓝色,S,192.78
SKU12026,SPU165,半身裙秋冬款,配饰,蓝色,S,190.39
SKU89932,SPU165,半身裙秋冬款,女装,灰色,L,192.99
SKU70304,SPU166,高跟鞋经典款,鞋靴,灰色,XS,66.84
SKU69027,SPU166,高跟鞋经典款,男装,灰色,L,67.97
SKU71403,SPU166,高跟鞋经典款,配饰,灰色,S,66.05
SKU51078,SPU167,休闲衬衫秋冬款,配饰,红色,L,308.72
SKU58862,SPU167,休闲衬衫秋冬款,鞋靴,米色,XL,298.11
SKU41244,SPU167,休闲衬衫秋冬款,配饰,白色,XL,298.54
SKU52494,SPU168,卫衣春季款,鞋靴,白色,M,258.54
SKU99059,SPU168,卫衣春季款,男装,灰色,XS,257.82
SKU93380,SPU168,卫衣春季款,女装,灰色,XL,262.98
SKU77572,SPU169,T恤秋冬款,男装,黑色,L,506.58
SKU51481,SPU169,T恤秋冬款,鞋靴,灰色,XS,492.63
SKU71737,SPU169,T恤秋冬款,鞋靴,蓝色,M,508.13
SKU45088,SPU170,T恤秋冬款,男装,米色,S,210.97
SKU32358,SPU170,T恤秋冬款,鞋靴,蓝色,XL,212.61
SKU12728,SPU170,T恤秋冬款,配饰,灰色,XS,200.8
SKU39555,SPU170,T恤秋冬款,配饰,灰色,XL,201.88
SKU61453,SPU170,T恤秋冬款,配饰,蓝色,L,208.12
SKU38075,SPU171,卫衣春季款,配饰,米色,L,434.13
SKU19900,SPU171,卫衣春季款,男装,黑色,M,427.42
SKU92152,SPU171,卫衣春季款,男装,白色,L,418.25
SKU40128,SPU172,休闲衬衫经典款,男装,白色,L,463.04
SKU96229,SPU172,休闲衬衫经典款,男装,白色,L,476.22
SKU59120,SPU172,休闲衬衫经典款,男装,粉色,S,452.95
SKU23237,SPU172,休闲衬衫经典款,鞋靴,粉色,XS,481.06
SKU81315,SPU172,休闲衬衫经典款,女装,黑色,M,476.99
SKU95626,SPU173,高跟鞋经典款,鞋靴,粉色,XS,278.77
SKU72078,SPU173,高跟鞋经典款,男装,红色,L,276.69
SKU93553,SPU173,高跟鞋经典款,男装,蓝色,L,275.23
SKU50213,SPU173,高跟鞋经典款,男装,蓝色,M,277.33
SKU24593,SPU173,高跟鞋经典款,鞋靴,白色,XL,271.87
SKU30059,SPU174,牛仔裤经典款,男装,黑色,M,223.29
SKU63145,SPU174,牛仔裤经典款,女装,蓝色,XL,233.89
SKU43379,SPU174,牛仔裤经典款,男装,红色,L,227.42
SKU96089,SPU174,牛仔裤经典款,男装,米色,S,222.1
SKU77024,SPU175,卫衣经典款,女装,粉色,L,553.5
SKU54437,SPU175,卫衣经典款,鞋靴,米色,XS,542.82
SKU62636,SPU175,卫衣经典款,配饰,蓝色,XS,544.46
SKU30983,SPU175,卫衣经典款,女装,白色,XS,551.65
SKU21549,SPU176,卫衣春季款,鞋靴,蓝色,S,292.55
SKU65281,SPU176,卫衣春季款,鞋靴,蓝色,XS,287.48
SKU96953,SPU176,卫衣春季款,女装,红色,S,291.59
SKU30425,SPU176,卫衣春季款,女装,红色,M,295.68
SKU26846,SPU177,运动鞋秋冬款,女装,米色,XL,117.41
SKU22085,SPU177,运动鞋秋冬款,配饰,白色,S,119.96
SKU36903,SPU177,运动鞋秋冬款,鞋靴,白色,XL,125.61
SKU52621,SPU177,运动鞋秋冬款,鞋靴,红色,L,118.05
SKU81654,SPU178,牛仔裤夏季款,男装,米色,XL,473.35
SKU39874,SPU178,牛仔裤夏季款,男装,黑色,XL,467.93
SKU17649,SPU178,牛仔裤夏季款,男装,灰色,XL,469.0
SKU17302,SPU178,牛仔裤夏季款,配饰,粉色,S,471.15
SKU40220,SPU179,西装外套春季款,女装,红色,S,95.42
SKU27638,SPU179,西装外套春季款,女装,白色,L,95.33
SKU31820,SPU179,西装外套春季款,女装,灰色,L,95.35
SKU38519,SPU180,西装外套秋冬款,男装,红色,L,342.14
SKU49776,SPU180,西装外套秋冬款,鞋靴,灰色,XS,343.78
SKU26450,SPU180,西装外套秋冬款,女装,红色,XL,359.76
SKU23839,SPU181,T恤春季款,男装,蓝色,XS,358.28
SKU17951,SPU181,T恤春季款,男装,白色,XL,373.09
SKU86048,SPU181,T恤春季款,女装,灰色,XS,376.11
SKU15216,SPU181,T恤春季款,配饰,粉色,M,366.51
SKU96854,SPU181,T恤春季款,女装,红色,XL,357.92
SKU47576,SPU182,半身裙经典款,鞋靴,白色,L,506.29
SKU57693,SPU182,半身裙经典款,女装,米色,L,523.5
SKU49923,SPU182,半身裙经典款,女装,灰色,XL,519.18
SKU93022,SPU182,半身裙经典款,女装,红色,M,505.61
SKU84734,SPU182,半身裙经典款,女装,粉色,M,534.89
SKU89643,SPU183,半身裙秋冬款,配饰,蓝色,S,199.64
SKU87043,SPU183,半身裙秋冬款,女装,粉色,XL,195.24
SKU59935,SPU183,半身裙秋冬款,鞋靴,红色,XL,202.93
SKU45257,SPU183,半身裙秋冬款,鞋靴,红色,L,202.83
SKU59198,SPU184,半身裙春季款,男装,黑色,XS,115.6
SKU83584,SPU184,半身裙春季款,女装,红色,L,113.98
SKU92495,SPU184,半身裙春季款,配饰,红色,XL,115.96
SKU35411,SPU185,牛仔裤秋冬款,鞋靴,米色,M,126.26
SKU17241,SPU185,牛仔裤秋冬款,鞋靴,黑色,XL,125.45
SKU52583,SPU185,牛仔裤秋冬款,鞋靴,黑色,XS,123.81
SKU96468,SPU186,针织连衣裙经典款,配饰,白色,XL,607.65
SKU70531,SPU186,针织连衣裙经典款,配饰,米色,L,592.66
SKU85617,SPU186,针织连衣裙经典款,男装,粉色,M,605.28
SKU60289,SPU187,T恤夏季款,配饰,灰色,S,183.57
SKU98666,SPU187,T恤夏季款,女装,黑色,XS,181.26
SKU32172,SPU187,T恤夏季款,女装,粉色,M,177.96
SKU40786,SPU187,T恤夏季款,女装,蓝色,M,174.64
SKU32084,SPU187,T恤夏季款,女装,粉色,XL,177.39
SKU58434,SPU188,卫衣经典款,配饰,蓝色,S,449.54
SKU75692,SPU188,卫衣经典款,鞋靴,黑色,S,444.18
SKU54539,SPU188,卫衣经典款,鞋靴,红色,XS,429.77
SKU72904,SPU188,卫衣经典款,男装,灰色,XL,452.73
SKU17398,SPU188,卫衣经典款,男装,白色,L,449.44
SKU83038,SPU189,半身裙秋冬款,女装,红色,M,185.88
SKU47114,SPU189,半身裙秋冬款,鞋靴,米色,M,195.16
SKU25195,SPU189,半身裙秋冬款,女装,米色,L,191.62
SKU73271,SPU189,半身裙秋冬款,女装,米色,S,191.55
SKU39506,SPU190,运动鞋夏季款,配饰,蓝色,M,166.32
SKU25649,SPU190,运动鞋夏季款,女装,蓝色,M,174.36
SKU78538,SPU190,运动鞋夏季款,女装,白色,M,175.37
SKU63856,SPU190,运动鞋夏季款,配饰,红色,M,170.03
SKU69667,SPU191,半身裙秋冬款,配饰,白色,S,628.84
SKU51853,SPU191,半身裙秋冬款,配饰,灰色,S,637.12
SKU42810,SPU191,半身裙秋冬款,女装,粉色,XL,634.35
SKU57151,SPU191,半身裙秋冬款,女装,蓝色,S,635.73
SKU43234,SPU191,半身裙秋冬款,女装,红色,L,635.34
SKU96965,SPU192,羽绒服春季款,男装,红色,L,144.39
SKU37870,SPU192,羽绒服春季款,男装,粉色,XL,146.63
SKU68919,SPU192,羽绒服春季款,男装,红色,L,140.82
SKU11359,SPU192,羽绒服春季款,鞋靴,红色,S,142.66
SKU87581,SPU192,羽绒服春季款,鞋靴,白色,S,142.87
SKU23584,SPU193,针织连衣裙秋冬款,鞋靴,米色,XS,448.41
SKU93152,SPU193,针织连衣裙秋冬款,配饰,黑色,S,457.2
SKU93332,SPU193,针织连衣裙秋冬款,配饰,粉色,S,431.73
SKU71114,SPU194,牛仔裤春季款,鞋靴,米色,XL,315.95
SKU41593,SPU194,牛仔裤春季款,男装,灰色,XL,332.09
SKU85476,SPU194,牛仔裤春季款,男装,灰色,L,328.08
SKU71471,SPU195,运动鞋夏季款,男装,灰色,S,160.72
SKU90219,SPU195,运动鞋夏季款,女装,黑色,L,163.59
SKU18597,SPU195,运动鞋夏季款,男装,黑色,S,156.06
SKU69136,SPU196,高跟鞋经典款,配饰,红色,S,415.12
SKU91686,SPU196,高跟鞋经典款,女装,灰色,XL,412.46
SKU33787,SPU196,高跟鞋经典款,鞋靴,黑色,XL,395.72
SKU33034,SPU196,高跟鞋经典款,女装,米色,S,410.44
SKU36633,SPU197,运动鞋秋冬款,女装,红色,L,174.19
